"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId"
"2025-04-22 21:25:57",1745357157999,"recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app/api/process-text","POST","",-1,"jlsbd-1745357152937-8f820b0d3a6b","node","info","preview","image-processing-debugging","MISS","lambda","/backend/server.js","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","dpl_EphRi4dm7zEJ5y6mAft8QpewqRUV",-1,"iad1",-1,-1,"[Process Text Job 02fc5542-87a3-4d9d-b85d-d93bdf927a28] Final Parsed Result: {
  ""extractedText"": ""FARRO WITH BEET & MINT YOGURT\nBEET&MINT\nSERVES 4 TO 6 AS A SIDE DISH / Cooking farro slowly while constantly stirring helps pull the starches out\nof the grain and lends it a creamy texture without the need for copious amounts of butter or cream. The\naddition of roasted beet purée tints this dish a really cool deep-burgundy red and imparts a sweetness\nthat is offset by the sharp, herbaceous yogurt.\nMINT YOGURT\n2 Tbsp chopped fresh mint\n1 Tbsp chopped fresh flat-leaf parsley\n1/4 cup [60 ml] Greek-style yogurt\n1 lime\n1 tsp extra-virgin olive oil\nKosher salt\nFreshly ground black pepper\n2 red beets\nKosher salt\nFreshly ground black pepper\n1 Tbsp extra-virgin olive oil\n3 shallots, minced\n4 garlic cloves, minced\n1 cup [160 g] farro\n3 sprigs fresh thyme\n1 bay leaf\n1/2 cup [120 ml] dry white wine\n2 Tbsp Buttermilk Crème Fraîche (page 55)\nBest-quality olive oil for drizzling\nTo make the mint yogurt: In a mortar and pestle, crush the mint and parsley until it looks quite pulpy and\nwet. Gradually stir in the yogurt. Add a little water to make a loose sauce. With a Microplane, grate the zest\nfrom the lime directly into the yogurt. Squeeze 1 tsp of lime juice into the sauce. Stir in the olive oil, and\nseason with salt and pepper. (Store in an airtight container in the refrigerator for up to 2 days.)\nPreheat the oven to 425°F [220°C].\nPut the beets in a small ovenproof pan, and add about 1/4 in [6 mm] water. Cover tightly with aluminum foil\nor a lid, and roast until the beets can be easily pierced with the tip of a knife, 30 to 40 minutes. Remove\nfrom the oven and let cool in the pan. When cool enough to handle, slip the skins off the beets, and cut the\nbeets into quarters.\nIn a blender, process the beets with 2 cup [120 ml] water to make a smooth purée with the consistency of\ntomato sauce. (Add more water if necessary.) Season with salt and pepper.\nFill a teakettle with 2 qt [2 L] water and bring to a boil over high heat. Remove from the heat and set aside\nwhere it will stay warm.\nIn a large, heavy pot over medium heat, warm the extra-virgin olive oil until hot but not\nshallots and garlic and cook until trang\nsmoking. Add the\nthyme"",
  ""title"": ""FARRO WITH BEET & MINT YOGURT"",
  ""yield"": {
    ""quantity"": 4,
    ""unit"": ""TO 6 AS A SIDE DISH""
  },
  ""ingredients"": [
    {
      ""quantity"": 2,
      ""unit"": ""Tbsp"",
      ""ingredient"": ""chopped fresh mint""
    },
    {
      ""quantity"": 1,
      ""unit"": ""Tbsp"",
      ""ingredient"": ""chopped fresh flat-leaf parsley""
    },
    {
      ""quantity"": 0.25,
      ""unit"": ""cup"",
      ""ingredient"": ""Greek-style yogurt""
    },
    {
      ""quantity"": 1,
      ""unit"": null,
      ""ingredient"": ""lime""
    },
    {
      ""quantity"": 1,
      ""unit"": ""tsp"",
      ""ingredient"": ""extra-virgin olive oil""
    },
    {
      ""quantity"": null,
      ""unit"": null,
      ""ingredient"": ""Kosher salt""
    },
    {
      ""quantity"": null,
      ""unit"": null,
      ""ingredient"": ""Freshly ground black pepper""
    },
    {
      ""quantity"": 2,
      ""unit"": null,
      ""ingredient"": ""red beets""
    },
    {
      ""quantity"": null,
      ""unit"": null,
      ""ingredient"": ""Kosher salt""
    },
    {
      ""quantity"": null,
      ""unit"": null,
      ""ingredient"": ""Freshly ground black pepper""
    },
    {
      ""quantity"": 1,
      ""unit"": ""Tbsp"",
      ""ingredient"": ""extra-virgin olive oil""
    },
    {
      ""quantity"": 3,
      ""unit"": null,
      ""ingredient"": ""shallots, minced""
    },
    {
      ""quantity"": 4,
      ""unit"": ""cloves"",
      ""ingredient"": ""garlic, minced""
    },
    {
      ""quantity"": 1,
      ""unit"": ""cup"",
      ""ingredient"": ""farro""
    },
    {
      ""quantity"": 3,
      ""unit"": ""sprigs"",
      ""ingredient"": ""fresh thyme""
    },
    {
      ""quantity"": 1,
      ""unit"": null,
      ""ingredient"": ""bay leaf""
    },
    {
      ""quantity"": 0.5,
      ""unit"": ""cup"",
      ""ingredient"": ""dry white wine""
    },
    {
      ""quantity"": 2,
      ""unit"": ""Tbsp"",
      ""ingredient"": ""Buttermilk Crème Fraîche (page 55)""
    },
    {
      ""quantity"": null,
      ""unit"": null,
      ""ingredient"": ""Best-quality olive oil for drizzling""
    }
  ]
}","prj_hVf7LhfynWKV0VOiitP5BJqqZVGs"
"2025-04-22 21:25:57",1745357157999,"recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app/api/process-text","POST","",-1,"jlsbd-1745357152937-8f820b0d3a6b","node","info","preview","image-processing-debugging","MISS","lambda","/backend/server.js","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","dpl_EphRi4dm7zEJ5y6mAft8QpewqRUV",-1,"iad1",-1,-1,"[Process Text Job 02fc5542-87a3-4d9d-b85d-d93bdf927a28] Redis updated successfully with final result.","prj_hVf7LhfynWKV0VOiitP5BJqqZVGs"
"2025-04-22 21:25:57",1745357157912,"recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app/api/process-text","POST","",-1,"jlsbd-1745357152937-8f820b0d3a6b","node","info","preview","image-processing-debugging","MISS","lambda","/backend/server.js","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","dpl_EphRi4dm7zEJ5y6mAft8QpewqRUV",-1,"iad1",-1,-1,"[Process Text Job 02fc5542-87a3-4d9d-b85d-d93bdf927a28] Text processing successful. Updating Redis status to 'completed'.","prj_hVf7LhfynWKV0VOiitP5BJqqZVGs"
"2025-04-22 21:25:57",1745357157912,"recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app/api/process-text","POST","",-1,"jlsbd-1745357152937-8f820b0d3a6b","node","info","preview","image-processing-debugging","MISS","lambda","/backend/server.js","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","dpl_EphRi4dm7zEJ5y6mAft8QpewqRUV",-1,"iad1",-1,-1,"[Process Text Job 02fc5542-87a3-4d9d-b85d-d93bdf927a28] Successfully parsed 19 ingredients.","prj_hVf7LhfynWKV0VOiitP5BJqqZVGs"
"2025-04-22 21:25:57",1745357157912,"recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app/api/process-text","POST","",-1,"jlsbd-1745357152937-8f820b0d3a6b","node","info","preview","image-processing-debugging","MISS","lambda","/backend/server.js","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","dpl_EphRi4dm7zEJ5y6mAft8QpewqRUV",-1,"iad1",-1,-1,"[Process Text Job 02fc5542-87a3-4d9d-b85d-d93bdf927a28] Anthropic response appears to be direct JSON.","prj_hVf7LhfynWKV0VOiitP5BJqqZVGs"
"2025-04-22 21:25:57",1745357157912,"recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app/api/process-text","POST","",-1,"jlsbd-1745357152937-8f820b0d3a6b","node","info","preview","image-processing-debugging","MISS","lambda","/backend/server.js","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","dpl_EphRi4dm7zEJ5y6mAft8QpewqRUV",-1,"iad1",-1,-1,"[Process Text Job 02fc5542-87a3-4d9d-b85d-d93bdf927a28] Received response from Anthropic.","prj_hVf7LhfynWKV0VOiitP5BJqqZVGs"
"2025-04-22 21:25:57",1745357157912,"recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app/api/process-text","POST","",-1,"jlsbd-1745357152937-8f820b0d3a6b","node","info","preview","image-processing-debugging","MISS","lambda","/backend/server.js","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","dpl_EphRi4dm7zEJ5y6mAft8QpewqRUV",-1,"iad1",-1,-1,"Anthropic API response received.","prj_hVf7LhfynWKV0VOiitP5BJqqZVGs"
"2025-04-22 21:25:53",1745357153048,"recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app/api/process-text","POST","",-1,"jlsbd-1745357152937-8f820b0d3a6b","node","info","preview","image-processing-debugging","MISS","lambda","/backend/server.js","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","dpl_EphRi4dm7zEJ5y6mAft8QpewqRUV",-1,"iad1",-1,-1,"Calling Anthropic API...","prj_hVf7LhfynWKV0VOiitP5BJqqZVGs"
"2025-04-22 21:25:53",1745357153048,"recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app/api/process-text","POST","",-1,"jlsbd-1745357152937-8f820b0d3a6b","node","info","preview","image-processing-debugging","MISS","lambda","/backend/server.js","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","dpl_EphRi4dm7zEJ5y6mAft8QpewqRUV",-1,"iad1",-1,-1,"[Process Text Job 02fc5542-87a3-4d9d-b85d-d93bdf927a28] Sending extracted text to Anthropic...","prj_hVf7LhfynWKV0VOiitP5BJqqZVGs"
"2025-04-22 21:25:53",1745357153048,"recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app/api/process-text","POST","",-1,"jlsbd-1745357152937-8f820b0d3a6b","node","info","preview","image-processing-debugging","MISS","lambda","/backend/server.js","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","dpl_EphRi4dm7zEJ5y6mAft8QpewqRUV",-1,"iad1",-1,-1,"[Process Text Job 02fc5542-87a3-4d9d-b85d-d93bdf927a28] Retrieved extracted text. Length: 2154","prj_hVf7LhfynWKV0VOiitP5BJqqZVGs"
"2025-04-22 21:25:52",1745357152971,"recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app/api/process-text","POST","",-1,"jlsbd-1745357152937-8f820b0d3a6b","node","info","preview","image-processing-debugging","MISS","lambda","/backend/server.js","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","recipe-to-cart-pvzluxdt8-poweredbyml.vercel.app","dpl_EphRi4dm7zEJ5y6mAft8QpewqRUV",-1,"iad1",-1,-1,"[Process Text Job 02fc5542-87a3-4d9d-b85d-d93bdf927a28] Fetching job details from Redis...","prj_hVf7LhfynWKV0VOiitP5BJqqZVGs"
